Data_arable_land
Data Source;World Development Indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;2022-07-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;
;;;;;6146000;6200000;6300000;6410000;6342000;5873000;5876000;5577000;5625000;5651000;5647000;5711000;5550000;5682000;5125000;5260000;5083000;5149000;5230000;5230000;5275000;5288000;5082000;5104000;5038000;5013000;4980000;4812000;4798000;4885000;4804000;4766000;4771000;4812000;4799000;4739000;4771000;4709000;4701000;4542000;4635000;4593000;4625000;4757000;4675000;4670000;4736000;4699000;4670000;4687000;4662000;4665000;4662000;4662000;4662000;4662000;4662000;4662000;;;;
;;;;;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;;;;
;;;;;2897000;2897000;2897000;2897000;2897000;2897000;2897000;2897000;2897000;2897000;2897000;2897000;2907000;2917000;2997000;3095000;3095000;3143000;3140000;3137000;3135000;3132000;3130000;3127000;3130000;3180000;3180000;3203000;3223000;3273000;3322000;3342000;3370000;3390000;3420000;3400000;3600000;3600000;3600000;3600000;3900000;3700000;3800000;3800000;3900000;3900000;3900000;3900000;4000000;4200000;4300000;4650000;5000000;5200000;5200000;5200000;5200000;5200000;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;1800000;1800000;1800000;1800000;1800000;1800000;1800000;1800000;1800000;1800000;1800000;1800000;1800000;1800000;1800000;1800000;1800000;1900000;1950000;1950000;1950000;1950000;1950000;2000000;2000000;2000000;2020000;2050000;2050000;2100000;2100000;2100000;2200000;2200000;2200000;2300000;2330000;2410000;2510000;2500000;2350000;2375000;2350000;2325000;2100000;2100000;2310000;2340000;2400000;2460000;2460000;2650000;2650000;2650000;2650000;2650000;2650000;2650000;;;;
;;;;;10400000;10600000;10800000;11000000;11200000;11400000;11600000;11800000;12000000;12300000;12431000;13150000;13900000;14624000;14900000;15164000;15773000;16108000;16315000;16515000;16855000;17199000;17293000;17401000;17693000;17810000;17930000;17728000;17581000;17494000;17510000;17238000;17085000;16860000;16839000;16563000;16242000;15932000;15867000;15654000;15578000;15389000;15200000;15200000;15200000;15200000;15200000;15250000;15695000;15760000;15760000;16560000;16810000;16810000;16810000;16810000;16810000;16810000;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;860000;869000;850000;844000;811000;811000;784000;784000;784000;783000;781000;782000;778000;757000;737000;746000;741000;751400;746900;743200;738600;735000;729700;723300;714500;717100;701800;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1487000;1586000;1690000;1740000;1740000;1740000;1740000;1830000;1940000;2040000;2040000;2040000;2040000;2040000;2040000;2040000;1990000;1990000;1940000;1940000;1940000;1940000;1940000;1940000;1940000;1940000;1940000;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;70000;70000;70000;70000;70000;70000;72000;72000;73000;78000;78000;80000;85000;85000;85000;88000;90000;96000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;110000;120000;120000;125000;130000;130000;130000;127000;125000;120000;120000;145000;145000;150000;170000;170000;170000;160000;160000;160000;150000;150000;160000;155000;155000;155000;155000;155000;155000;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;12000;14000;14000;14000;15000;15000;15000;15000;17000;17000;17000;17000;17000;17000;17000;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;15000;15000;15000;15000;15000;15000;15000;15000;15000;16000;16000;16000;17000;17000;17000;18000;18000;19000;20000;20000;20000;20000;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;57000;57000;57000;57000;57000;57000;57000;57000;57000;57000;60000;60000;69000;70000;65000;65000;65000;65000;65000;60000;52000;45000;38000;38000;35000;35000;35000;36000;36000;36000;40000;40000;40000;40000;40000;40000;35000;35000;35000;35000;30000;30000;30000;26000;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000;;;;
;;;;;3100000;3100000;3100000;3180000;3180000;3180000;3180000;3180000;3186000;3193000;3200000;3230000;3290000;3340000;3410000;3480000;3527000;3413000;3406000;3191000;3170000;3160000;3140000;3120000;3070000;3030000;2980000;2936000;2910000;2909000;2908000;2908000;2987000;2830000;2842000;2845000;2845000;2879000;2909000;2864000;2774000;2771000;2790000;2791000;2730000;2763000;2733000;2835000;2707000;2823000;2839000;2848000;2853000;2588000;2570000;2564000;2607000;2607000;;;;
;;;;;23013000;23131000;23895000;23824000;23841000;24000000;23836000;24092000;25231000;24793000;24978000;25573000;25543000;25161000;24908000;24862000;25063000;25123000;25778000;25354000;25483000;24199000;23696000;24502000;24595000;24558000;24964000;24786000;24880000;24647000;24666000;24514000;24481000;24705000;24654000;24514000;24297000;24439000;24279000;23826000;23801000;23994000;23372000;23871000;23830000;22981000;21979000;21555000;21351000;21384000;20539000;20577000;20574000;20699000;20650000;20382000;19998000;19723000;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;5200000;5050000;6100000;6000000;6000000;6000000;6000000;6000000;6000000;7000000;7000000;7000000;7000000;7000000;7000000;7000000;7000000;8000000;8000000;8000000;8000000;8000000;8000000;8000000;9000000;9000000;9000000;9000000;9000000;9000000;9003000;8800000;8900000;8900000;8900000;9000000;8908000;8725000;8700000;8600000;8530000;8600000;8540000;9500000;9700000;9700000;10000000;11325700;11500000;11600000;12300000;13600000;13500000;13500000;13500000;13500000;13500000;13500000;;;;
;;;;;3150000;3200000;3269000;3785000;3768000;3776000;3772000;3780000;3780000;3780000;3800000;3850000;3900000;3950000;4025000;4072000;4023000;4080000;4080000;4080000;4120000;4180000;4600000;4800000;4900000;5000000;5000000;5000000;5000000;5000000;5020000;5040000;5040000;5060000;5060000;5060000;5060000;5080000;5100000;5300000;5400000;5600000;5850000;5950000;5950000;6100000;6250000;6450000;6600000;6750000;6850000;6900000;6900000;6900000;6900000;6900000;6900000;6900000;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33362000;33334000;33291000;33286000;33189000;33081000;32858000;32670000;32564000;32537000;32544000;32480000;32482000;32452000;32446000;32434000;32474000;32478000;32477000;32499000;32518000;32777000;32770000;32775000;32776000;32774000;32888000;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;2454000;2396000;2338000;2281000;2223000;2166000;2093000;2020000;1946000;1804000;1764000;1723000;1684000;1644000;1604000;1564000;1524000;1484000;1443000;1403000;1387000;1370000;1354000;1338000;1322000;1308000;1291000;1275000;1257000;1241000;1254000;1267000;1280000;1293000;1306000;1319000;1333000;1347000;1361000;1373000;1377000;1381000;1385000;1389000;1392000;1396000;1476000;1826000;2195000;2033000;2352000;2153000;2300700;2255800;2254600;2051800;2005500;1976900;;;;
;;;;;180630000;177095000;179574000;177966000;177000000;175705000;174487000;181000000;189244000;188735000;188140000;187545000;187050000;186472000;186472000;186472000;186552000;188755000;188755000;188755000;188755000;187765000;187765000;187765000;187765000;187765000;185742000;185742000;185726000;185676000;185676000;184080000;182748000;181939000;181839000;179006000;177592000;176782000;175368000;175368000;175400000;172977000;170731300;168515900;166270600;164025300;161780000;160425500;159071000;157716500;156362000;155007500;155553400;156099300;156645100;157191000;157736800;157736800;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4474000;4471000;4468000;4475000;4476000;4477000;4478000;4479000;4480000;4481000;4484000;4445000;4406000;4367000;4328000;4289000;4250000;4211000;4172000;4133000;4094000;4055000;4044000;4097600;4091600;4075400;4064500;;;;
;;;;;6000;6000;6000;6000;6000;6000;6000;6000;6000;6000;6000;6000;5000;5000;5000;5000;5000;5000;5000;5000;5000;4000;4000;4000;4000;4000;3410;3300;3190;3080;2970;2860;2750;2640;2530;2420;2310;2200;2090;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;;;;
;;;;;2900000;2900000;2903000;2907000;2911000;2913000;2922000;2919000;2924000;2931000;2937000;2904000;2900000;2906000;2907000;2912000;2964000;2955000;2949000;2957000;2804000;2811000;2710000;2709000;2917000;3085000;3097000;3097000;2845000;2832000;2844000;2601000;2599000;2587000;2581000;2584000;2593000;2593000;2593000;2595000;2598000;2500000;2600000;2650000;2655000;2655000;2659000;2700000;2600000;2600000;2600000;2600000;2600000;2600000;2600000;2600000;2600000;2600000;;;;
;;;;;1000;1000;1000;1000;1000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;3000;3000;3000;3000;3000;3000;3000;3000;2000;2000;2000;2000;2000;2000;2000;2000;2000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;;;;
;;;;;4000;4000;6000;6000;6000;6000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;4000;4000;4000;4000;4000;4000;4000;4000;4000;3000;3000;3000;3000;3000;2000;2000;2000;2000;2000;2000;2000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;;;;
;;;;;5550000;5550000;5550000;5550000;5550000;5550000;5570000;5590000;5600000;5630000;5630000;5650000;5680000;5700000;5700000;5900000;5980000;5999000;5970000;5940000;5910000;5880000;5850000;5820000;5616000;5570000;5527000;5460000;5400000;5339000;5368000;5506000;5516000;5464000;5403000;5554000;5668000;5763000;6000000;6200000;6649000;6600000;6581000;6469500;6358000;6348000;6309600;6282500;6300000;6437400;6437600;6401300;6422800;6409500;7002800;6998000;6988300;6988300;;;;
;;;;;10000;10000;10000;10000;13000;13000;13000;13000;13000;15000;15000;15000;15000;15000;16000;16000;17000;17000;18000;18000;19000;19000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;10000;11000;11000;11000;11000;11000;11000;12000;12000;12500;13000;13000;13000;13000;14000;15000;15000;15000;15500;16000;16000;16000;16600;17000;17000;17400;17700;18000;18500;19000;19000;17000;17000;17000;17000;17000;17000;17000;16300;14000;14000;13000;13000;12000;11000;10400;10000;9000;7900;12000;16000;20000;24000;28000;32460;32500;32500;32500;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;300000;;;;;;;;;;;;;;;
;;;;;1262000;1273000;1285000;1295000;1305000;1310000;1317000;1322000;1327000;1332000;1340000;1345000;1350000;1355000;1363000;1363000;1363000;1365000;1366000;1366000;1368000;1368000;1368000;1368000;1372000;1372000;1376000;1376000;1378000;1523000;1528000;1378000;1622000;1627000;1633000;1647000;1607000;1564000;1547000;1545000;1466000;1415000;1252000;1325000;1287000;1374000;1365000;1245000;1171000;1291000;1161000;1204000;1201000;1153600;1137600;1095800;1097700;1097700;;;;
;;;;;12000000;12050000;12100000;12150000;12200000;12230000;12250000;12290000;12330000;12370000;12410000;12450000;12490000;12530000;12570000;12612000;12570000;12530000;12480000;12440000;12400000;12355000;12355000;12355000;12355000;12600000;12550000;12600000;12700000;12800000;12900000;13163000;13426000;13450000;13500000;13650000;13700000;13700000;13760000;13812000;13685000;13700000;13600000;13300000;13175000;12600000;12600000;12800000;12660000;12533000;12033000;12000000;12000000;12000000;12000000;12000000;12000000;12000000;;;;
;;;;;2549000;2552000;2576000;2601000;2604000;2658000;2672000;2705000;2734000;2763000;2892000;3060000;2912000;2940000;2925000;3048000;2881000;2722000;2306000;2332000;2271000;2213000;2325000;2316000;2408000;2468000;2568000;2691000;3028000;2891000;2755000;2779000;2780000;2850000;2649000;2875000;2808000;2695000;2895000;2816000;2722000;2582000;2874000;2862000;2727000;3013000;2949000;3052000;3550000;3400000;3600000;3800000;3700000;3800000;3800000;3800000;3800000;3800000;;;;
;;;;;1885000;1935000;1985000;2035000;2065000;2135000;2185000;2235000;2285000;2335000;2385000;2415000;2415000;2465000;2465000;2465000;2465000;2465000;2465000;2505000;2545000;2585000;2625000;2665000;2705000;2745000;2790000;2830000;2870000;2910000;2950000;2990000;3030000;3100000;3110000;3400000;3500000;3400000;3550000;3600000;3600000;3650000;3650000;3800000;3900000;4100000;4000000;4250000;4100000;4000000;4200000;4000000;4000000;4000000;4000000;4000000;4000000;4000000;;;;
